bullet_point	unit_key
anti_infantry	ovn_dk_inf_tomb_guardian
armoured_and_shielded	ovn_dk_inf_tomb_guardian
anti_infantry	ovn_dk_inf_tomb_guardian_great_weapons
armour_piercing	ovn_dk_inf_tomb_guardian_great_weapons
armoured	ovn_dk_inf_tomb_guardian_great_weapons
anti_large	ovn_dk_inf_tomb_guardian_peltasts
charge_reflector	ovn_dk_inf_tomb_guardian_peltasts
hybrid	ovn_dk_inf_tomb_guardian_peltasts
armoured_and_shielded	ovn_dk_inf_tomb_guardian_peltasts
anti_infantry	ovn_dk_inf_tomb_guardian_summoned
armoured_and_shielded	ovn_dk_inf_tomb_guardian_summoned
anti_infantry	ovn_dk_inf_tomb_guardian_great_weapons_summoned
armour_piercing	ovn_dk_inf_tomb_guardian_great_weapons_summoned
armoured	ovn_dk_inf_tomb_guardian_great_weapons_summoned
anti_infantry	ovn_dk_cav_royal_guard_cavalry
armoured_and_shielded	ovn_dk_cav_royal_guard_cavalry
anti_infantry	ovn_dk_cav_royal_guard_lancers
armoured_and_shielded	ovn_dk_cav_royal_guard_lancers
anti_large	ovn_dk_cav_black_grail_knights_ror
armoured_and_shielded	ovn_dk_cav_black_grail_knights_ror
anti_infantry	ovn_dk_veh_skeleton_chariot
anti_infantry	ovn_dk_veh_skeleton_archer_chariot
anti_infantry	ovn_dk_mon_skeleton_elephant
armour_piercing	ovn_dk_mon_skeleton_elephant
terror	ovn_dk_mon_skeleton_elephant
anti_infantry	ovn_dk_mon_skeleton_giant
armour_piercing	ovn_dk_mon_skeleton_giant
terror	ovn_dk_mon_skeleton_giant
necromantic_anchor	ovn_dk_mon_skeleton_giant
anti_infantry	ovn_dk_art_screaming_skull_ballista
armour_piercing_ranged	ovn_dk_art_screaming_skull_ballista
anti_large	ovn_dk_art_bone_throwers
armour_piercing_ranged	ovn_dk_art_bone_throwers
shielded	ovn_dk_cav_skeleton_horsemen_0
vanguard_deployment	ovn_dk_cav_skeleton_horsemen_0
very_fast	ovn_dk_cav_skeleton_horsemen_0
vanguard_deployment	ovn_dk_cav_skeleton_horsemen_archers_0
very_fast	ovn_dk_cav_skeleton_horsemen_archers_0
good_range	ovn_dk_inf_brigands_ror
anti_infantry	ovn_dk_inf_wights_ror
armour_piercing	ovn_dk_inf_wights_ror
armoured	ovn_dk_inf_wights_ror
armoured	ovn_dk_inf_catacomb_guardians_ror
anti_large	ovn_dk_inf_catacomb_guardians_ror
armour_piercing	ovn_dk_inf_catacomb_guardians_ror
charge_reflector_vs_large	ovn_dk_inf_catacomb_guardians_ror
embalmed_bodies	ovn_dk_inf_mummies_ror
curse_of_the_mummy	ovn_dk_inf_mummies_ror
shielded	ovn_dk_inf_mummies_ror
defender	ovn_dk_inf_mummies_ror
magical_aura	ovn_dk_mon_skeleton_elephant_ror
armour_piercing	ovn_dk_mon_skeleton_elephant_ror
armoured	ovn_dk_mon_skeleton_elephant_ror
terror	ovn_dk_mon_skeleton_elephant_ror
pestilent_breath_hydra	ovn_dk_mon_bone_hydra
regeneration	ovn_dk_mon_bone_hydra
terror	ovn_dk_mon_bone_hydra
armour_piercing	ovn_dk_inf_cairn_wraiths
ethereal	ovn_dk_inf_cairn_wraiths
terror	ovn_dk_inf_cairn_wraiths
anti_large	ovn_dk_mon_skeletal_minotaurs
armour_piercing	ovn_dk_mon_skeletal_minotaurs
magic_harvester	ovn_dk_veh_mortis_engine_0
magical_aura	ovn_dk_veh_mortis_engine_0
mass_regeneration	ovn_dk_veh_mortis_engine_0
terror	ovn_dk_veh_mortis_engine_0
deathblow	ovn_dk_inf_spartan_ror
anti_infantry	ovn_dk_inf_spartan_ror
armoured_and_shielded	ovn_dk_inf_spartan_ror
anti_large	ovn_dk_inf_thessos_ror
shielded	ovn_dk_inf_thessos_ror
charge_reflector_vs_large	ovn_dk_inf_thessos_ror
ethereal	ovn_dk_inf_thessos_ror
anti_large	ovn_dk_cav_ephalian_ror
armoured_and_shielded	ovn_dk_cav_ephalian_ror
anti_infantry	ovn_dk_art_polybolos_ror
armour_piercing_ranged	ovn_dk_art_polybolos_ror
anti_large	ovn_dk_mon_skeletal_minotaurs_summon
armour_piercing	ovn_dk_mon_skeletal_minotaurs_summon
anti_large	ovn_dk_inf_skeleton_javelinmen_no_caps
anti_large	ovn_dk_inf_skeleton_hoplites_no_caps
armoured_and_shielded	ovn_dk_inf_skeleton_hoplites_no_caps
charge_reflector_vs_large	ovn_dk_inf_skeleton_hoplites_no_caps
anti_large	ovn_dk_inf_skeleton_pikemen_no_caps
armoured	ovn_dk_inf_skeleton_pikemen_no_caps
charge_reflector	ovn_dk_inf_skeleton_pikemen_no_caps
anti_infantry	ovn_dk_mon_skeleton_elephant_no_caps
armour_piercing	ovn_dk_mon_skeleton_elephant_no_caps
terror	ovn_dk_mon_skeleton_elephant_no_caps
anti_infantry	ovn_dk_mon_skeleton_giant_no_caps
armour_piercing	ovn_dk_mon_skeleton_giant_no_caps
terror	ovn_dk_mon_skeleton_giant_no_caps
necromantic_anchor	ovn_dk_mon_skeleton_giant_no_caps
shielded	ovn_dk_cav_skeleton_horsemen_no_caps
vanguard_deployment	ovn_dk_cav_skeleton_horsemen_no_caps
very_fast	ovn_dk_cav_skeleton_horsemen_no_caps
vanguard_deployment	ovn_dk_cav_skeleton_horsemen_archers_no_caps
very_fast	ovn_dk_cav_skeleton_horsemen_archers_no_caps
pestilent_breath_hydra	ovn_dk_mon_bone_hydra_no_caps
regeneration	ovn_dk_mon_bone_hydra_no_caps
terror	ovn_dk_mon_bone_hydra_no_caps
anti_large	ovn_dk_mon_skeletal_minotaurs_no_caps
armour_piercing	ovn_dk_mon_skeletal_minotaurs_no_caps
good_range	wh2_dlc09_tmb_inf_skeleton_archers_no_caps
armoured_and_shielded	dread_cha_possessed_hero_shadows
melee_expert	dread_cha_possessed_hero_shadows
spellcaster	dread_cha_possessed_hero_shadows
armoured_and_shielded	dread_cha_possessed_hero_beasts
melee_expert	dread_cha_possessed_hero_beasts
spellcaster	dread_cha_possessed_hero_beasts
anti_infantry	dread_mon_ushabti_0
armour_piercing	dread_mon_ushabti_0
armoured	dread_mon_ushabti_0
armour_piercing	dread_mon_ushabti_1
armour_piercing_ranged	dread_mon_ushabti_1
armoured	dread_mon_ushabti_1
anti_infantry	dread_inf_tomb_guard_0
armoured_and_shielded	dread_inf_tomb_guard_0
anti_large	dread_inf_tomb_guard_1
armoured_and_shielded	dread_inf_tomb_guard_1
charge_reflector_vs_large	dread_inf_tomb_guard_1
anti_large	nagash_ovn_dk_inf_skeleton_javelinmen_no_caps
anti_large	nagash_ovn_dk_inf_skeleton_hoplites
armoured_and_shielded	nagash_ovn_dk_inf_skeleton_hoplites
charge_reflector_vs_large	nagash_ovn_dk_inf_skeleton_hoplites
anti_large	nagash_ovn_dk_inf_skeleton_pikemen
armoured	nagash_ovn_dk_inf_skeleton_pikemen
charge_reflector	nagash_ovn_dk_inf_skeleton_pikemen
anti_infantry	nagash_ovn_dk_inf_tomb_guardian
armoured_and_shielded	nagash_ovn_dk_inf_tomb_guardian
anti_large	nagash_ovn_dk_inf_tomb_guardian_peltasts
charge_reflector	nagash_ovn_dk_inf_tomb_guardian_peltasts
hybrid	nagash_ovn_dk_inf_tomb_guardian_peltasts
armoured_and_shielded	nagash_ovn_dk_inf_tomb_guardian_peltasts
anti_infantry	nagash_ovn_dk_cav_royal_guard_lancers
armoured_and_shielded	nagash_ovn_dk_cav_royal_guard_lancers
anti_infantry	nagash_ovn_dk_mon_skeleton_elephant
armour_piercing	nagash_ovn_dk_mon_skeleton_elephant
terror	nagash_ovn_dk_mon_skeleton_elephant
