id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
wh2_dlc09_army_passive_realm_of_souls_skeleminos_trigger	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				true	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_phalanx	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_phalanx_buffer	10.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_soulreaper	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0010	0.0000	false	0.0000
dread_active_grimoire_necris	18.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_one_shot	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_black_jewel	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_catacomb_guardians	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all		false	false	false	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_thessos	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_wights_ror	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	0		wh_main_generic_buff_attack		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_active_kleruchoi	20.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	true	0.0000	0.0000	false	0		wh_main_generic_buff_morale	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
elo_liche_land_of_nagash	18.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_unending_legions	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	true	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0008	0.0000	false	0.0000
ovn_unnerving_presence	15.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_morale		false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_inpenetrable_phalanx_start	10.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_inpenetrable_phalanx_advance	20.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
dread_passive_inpenetrable_phalanx_end	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_preserved_ferocity	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_undead_elite_start	15.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_undead_elite_advance	30.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_undead_elite_end	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	true	0.0000	0.0000	false	0		wh3_main_abilities_wrathful_reaper		false	true	false	0.0000			false	0.0200	0.0000	false	0.0000
ovn_undead_discipline	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_chariot_charge	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_undead_rider_elite	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_ghost_barrier	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	false	0.0000			false	0.0000	0.0150	false	0.0000
ovn_necromantic_gatherers	15.0000	negative		false	false	false	0.0500	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_attack		false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_bestial_rage	30.0000	positive		false	false	false	-0.1000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_abilities_fuelled_by_rage		false	true	false	0.0000		ovn_bestial_rage	false	0.0000	0.0000	false	0.0000
ovn_hellwraith_magic_suppression	15.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_attack		false	true	false	0.0000			false	0.0000	0.0000	true	0.0000
ovn_possesed_overdrive	35.0000	negative		false	false	false	-1.0000	0.0000	0.0000	1.0000	67	1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
