key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military	is_hidden
dread_king_tech_43	wh_main_chs_port_ruin	1	wh2_skv_tech_take_everything	false	false		444592	false	false	true	false
dread_king_tech_44	wh_main_chs_port_ruin	1	wh_main_vmp_binding	false	false		444593	false	false	true	false
dread_king_tech_45	wh_main_chs_port_ruin	1	wh3_main_tech_kho_1_8	false	false		444594	false	false	true	false
dread_king_tech_46	wh_main_chs_port_ruin	1	wh_main_chs_pledges_to_the_dark_gods	false	false		444595	false	false	true	false
dread_king_tech_47	wh_main_chs_port_ruin	1	tech_dlc08_nor_master_of_beasts	false	false		444596	false	false	true	false
dread_king_tech_48	wh_main_chs_port_ruin	1	wh2_def_tech_blood_and_death	false	false		444597	false	false	true	false
dread_king_tech_49	wh_main_chs_port_ruin	1	tech_cst_vampiric_05	false	false		444598	false	false	true	false
dread_king_tech_50	wh_main_chs_port_ruin	1	tech_dlc08_nor_secrets_of_dark_sorcery	false	false		444599	false	false	true	false
dread_king_tech_51	wh_main_chs_port_ruin	1	tech_cst_vampiric_04	false	false		444600	false	false	true	false
dread_king_tech_52	wh_main_chs_port_ruin	1	wh2_def_tech_marching_to_war	false	false		444601	false	false	true	false
dread_king_tech_53	wh_main_chs_port_ruin	1	wh_main_vmp_defiler_of_the_ancient_barrows	false	false		444602	false	false	true	false
dread_king_tech_54	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444603	false	false	true	false
dread_king_tech_55	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444604	false	false	true	false
dread_king_tech_56	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444605	false	false	true	false
dread_king_tech_57	wh_main_chs_port_ruin	1	tech_dlc09_lord	false	false		444606	false	false	true	false
dread_king_tech_58	wh_main_chs_port_ruin	1	tech_cst_piracy_11	false	false		444607	false	false	true	false
dread_king_tech_59	wh_main_chs_port_ruin	1	wh_main_vmp_risen_champions	false	false		444608	false	false	true	false
dread_king_tech_60	wh_main_chs_port_ruin	1	wh_main_vmp_fuelled_by_fear	false	false		444609	false	false	true	false
dread_king_tech_61	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444610	false	false	true	false
dread_king_tech_62	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444611	false	false	true	false
dread_king_tech_63	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444612	false	false	true	false
dread_king_tech_64	wh_main_chs_port_ruin	1	tech_dlc09_lord	false	false		444613	false	false	true	false
dread_king_tech_65	wh_main_chs_port_ruin	1	tech_cst_secrets_of_the_deep	false	false		444614	false	false	true	false
dread_king_tech_66	wh_main_chs_port_ruin	1	wh_main_vmp_enshrine_ancient_lords	false	false		444615	false	false	true	false
dread_king_tech_67	wh_main_chs_port_ruin	1	wh_main_vmp_dread_animator	false	false		444616	false	false	true	false
dread_king_tech_68	wh_main_chs_port_ruin	1	wh_main_grn_improved_warmachines	false	false		444617	false	false	true	false
dread_king_tech_69	wh_main_chs_port_ruin	1	wh_main_chs_daemonic_armour	false	false		444618	false	false	true	false
dread_king_tech_70	wh_main_chs_port_ruin	1	tech_cst_vampiric_09	false	false		444619	false	false	true	false
dread_king_tech_71	wh_main_chs_port_ruin	1	wh2_def_tech_ceremonial_weapons	false	false		444620	false	false	true	false
dread_king_tech_72	wh_main_chs_port_ruin	1	tech_dlc08_nor_baying_to_morrslieb	false	false		444621	false	false	true	false
dread_king_tech_73	wh_main_chs_port_ruin	1	tech_cst_command_09	false	false		444622	false	false	true	false
dread_king_tech_74	wh_main_chs_port_ruin	1	tech_cst_unnatural_strength	false	false		444623	false	false	true	false
dread_king_tech_75	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_fletchers	false	false		444624	false	false	true	false
dread_king_tech_76	wh_main_chs_port_ruin	1	wh_main_vmp_strigoi_legacy	false	false		444625	false	false	true	false
dread_king_tech_77	wh_main_chs_port_ruin	1	wh2_hef_tech_precise_fletching	false	false		444626	false	false	true	false
dread_king_tech_78	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_industry_steel	false	false		444627	false	false	true	false
dread_king_tech_79	wh_main_chs_port_ruin	1	wh_main_vmp_corruptor_of_the_forests	false	false		444628	false	false	true	false
dread_king_tech_80	wh_main_chs_port_ruin	1	wh_main_vmp_infuse_the_tireless_horde	false	false		444629	false	false	true	false
dread_king_tech_81	wh_main_chs_port_ruin	1	wh3_main_tech_tze_1_4	false	false		444630	false	false	true	false
dread_dummy	wh_main_chs_port_ruin	1	wh3_main_tech_tze_1_4	false	false		444631	false	false	true	false
