id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
190927	dread_corrupted_priest_01_vampires	0	0		none	dread_corrupted_priest_01			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190928	dread_corrupted_priest_02_vampires	0	0		none	dread_corrupted_priest_02			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190929	dread_corrupted_priest_03_vampires	0	0		none	dread_corrupted_priest_03			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190930	dread_hellwraith_01	0	0		none	dread_hellwraith_01			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_gh1_ghost	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190931	dread_hellwraith_02	0	0		none	dread_hellwraith_02			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_gh1_ghost	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190932	dread_hellwraith_03	0	0		none	dread_hellwraith_03			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_gh1_ghost	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190933	dread_traitor_tomb_king_nebwaneph	0	0		none	dread_traitor_tomb_king_nebwaneph			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
190934	dread_traitor_tomb_king_omanhan_iii	0	0		none	dread_traitor_tomb_king_omanhan_iii			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
190935	dread_traitor_tomb_king_haptmose	0	0		none	dread_traitor_tomb_king_haptmose			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_liche_priest_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	0	0	0
190936	dread_possessed_hero_01	0	0		none	dread_possessed_hero_01			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_lord_hu1g_wh3_dlc20_sword_flail_staff	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190937	dread_possessed_hero_02	0	0		none	dread_possessed_hero_02			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_lord_hu1g_wh3_dlc20_sword_flail_staff	cam_drk_ship_01	cam_drk_ship_01	0	0	0
