child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	visible_in_ui
dread_king_tech_24	dread_king_tech_23	0	4	2	0.0000	0.0000	true
dread_king_tech_25	dread_king_tech_3_legion	0	2	4	0.0000	0.0000	true
dread_king_tech_26	dread_king_tech_25	0	2	4	0.0000	0.0000	true
dread_king_tech_27	dread_king_tech_26	0	2	4	0.0000	0.0000	true
dread_king_tech_28	dread_king_tech_27	0	2	4	0.0000	0.0000	true
dread_king_tech_29	dread_king_tech_4_legion	0	4	2	0.0000	0.0000	true
dread_king_tech_30	dread_king_tech_29	0	4	2	0.0000	0.0000	true
dread_king_tech_31	dread_king_tech_30	0	4	2	0.0000	0.0000	true
dread_king_tech_32	dread_king_tech_31	0	4	2	0.0000	0.0000	true
dread_king_tech_33	dread_king_tech_32	0	4	2	0.0000	0.0000	true
dread_king_tech_34	dread_king_tech_4_legion	0	2	4	0.0000	0.0000	true
dread_king_tech_35	dread_king_tech_34	0	2	4	0.0000	0.0000	true
dread_king_tech_36	dread_king_tech_35	0	2	4	0.0000	0.0000	true
dread_king_tech_37	dread_king_tech_36	0	2	4	0.0000	0.0000	true
dread_king_tech_38	dread_king_tech_37	0	2	4	0.0000	0.0000	true
dread_king_tech_39	dread_king_tech_5_legion	0	4	2	0.0000	0.0000	true
dread_king_tech_40	dread_king_tech_39	0	4	2	0.0000	0.0000	true
dread_king_tech_41	dread_king_tech_40	0	4	2	0.0000	0.0000	true
dread_king_tech_42	dread_king_tech_41	0	4	2	0.0000	0.0000	true
dread_king_tech_43	dread_king_tech_42	0	4	2	0.0000	0.0000	true
dread_king_tech_44	dread_king_tech_43	0	4	2	0.0000	0.0000	true
dread_king_tech_45	dread_king_tech_5_legion	0	2	4	0.0000	0.0000	true
dread_king_tech_46	dread_king_tech_45	0	2	4	0.0000	0.0000	true
dread_king_tech_47	dread_king_tech_46	0	2	4	0.0000	0.0000	true
dread_king_tech_48	dread_king_tech_47	0	2	4	0.0000	0.0000	true
dread_king_tech_49	dread_king_tech_48	0	2	4	0.0000	0.0000	true
dread_king_tech_50	dread_king_tech_49	0	2	4	0.0000	0.0000	true
dread_king_tech_52	dread_king_tech_51	0	4	2	0.0000	0.0000	true
dread_king_tech_53	dread_king_tech_52	0	4	2	0.0000	0.0000	true
dread_king_tech_54	dread_king_tech_53	0	4	2	0.0000	0.0000	true
dread_king_tech_55	dread_king_tech_54	0	4	2	0.0000	0.0000	true
dread_king_tech_56	dread_king_tech_55	0	4	2	0.0000	0.0000	true
dread_king_tech_57	dread_king_tech_56	0	4	2	0.0000	0.0000	true
dread_king_tech_58	dread_king_tech_57	0	4	2	0.0000	0.0000	true
dread_king_tech_59	dread_king_tech_51	0	2	4	0.0000	0.0000	true
dread_king_tech_60	dread_king_tech_59	0	2	4	0.0000	0.0000	true
dread_king_tech_61	dread_king_tech_60	0	2	4	0.0000	0.0000	true
dread_king_tech_62	dread_king_tech_61	0	2	4	0.0000	0.0000	true
dread_king_tech_63	dread_king_tech_62	0	2	4	0.0000	0.0000	true
dread_king_tech_64	dread_king_tech_63	0	2	4	0.0000	0.0000	true
dread_king_tech_65	dread_king_tech_64	0	2	4	0.0000	0.0000	true
dread_king_tech_66	dread_king_tech_6_legion	0	4	2	0.0000	0.0000	true
dread_king_tech_67	dread_king_tech_66	0	4	2	0.0000	0.0000	true
dread_king_tech_68	dread_king_tech_67	0	4	2	0.0000	0.0000	true
dread_king_tech_69	dread_king_tech_68	0	4	2	0.0000	0.0000	true
dread_king_tech_70	dread_king_tech_69	0	4	2	0.0000	0.0000	true
dread_king_tech_71	dread_king_tech_70	0	4	2	0.0000	0.0000	true
dread_king_tech_72	dread_king_tech_71	0	4	2	0.0000	0.0000	true
dread_king_tech_73	dread_king_tech_72	0	4	2	0.0000	0.0000	true
dread_king_tech_74	dread_king_tech_6_legion	0	2	4	0.0000	0.0000	true
dread_king_tech_75	dread_king_tech_74	0	2	4	0.0000	0.0000	true
dread_king_tech_76	dread_king_tech_75	0	2	4	0.0000	0.0000	true
dread_king_tech_77	dread_king_tech_76	0	2	4	0.0000	0.0000	true
dread_king_tech_78	dread_king_tech_77	0	2	4	0.0000	0.0000	true
dread_king_tech_79	dread_king_tech_78	0	2	4	0.0000	0.0000	true
dread_king_tech_80	dread_king_tech_79	0	2	4	0.0000	0.0000	true
dread_king_tech_81	dread_king_tech_80	0	2	4	0.0000	0.0000	true
dread_king_tech_hand	dread_king_tech_6_legion	0	3	1	0.0000	0.0000	true
