bonus_value_id	effect	unit_set
unit_cap	unit_cap_ovn_dk_skeleton_guards_chariots	ovn_dk_skeleton_guards_chariots
unit_cap	unit_cap_ovn_dk_mon_skeleton_minotaurs	ovn_dk_mon_skeleton_minotaurs
charge_add	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_scorpions_stalkers	ovn_dk_mon_bone_hydra
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_scorpions	ovn_dk_mon_bone_hydra
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_scorpions	ovn_dk_mon_bone_hydra
mod_land_movement_battle	wh2_dlc09_effect_force_stat_speed_tmb_scorpions	ovn_dk_mon_bone_hydra
unit_cap	unit_cap_ovn_dk_mon_bone_hydra	ovn_dk_mon_bone_hydra
unit_cap	unit_cap_ovn_dk_veh_mortis_engine_0	ovn_dk_veh_mortis_engine_0
unit_cap	unit_cap_ovn_dk_mon_skeleton_giant	ovn_dk_mon_skeleton_giant
armour_mod	wh2_dlc09_effect_force_stat_armour_tombguard_hierotitan	ovn_dk_mon_skeleton_giant
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_ushabti_titan	ovn_dk_mon_skeleton_giant
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_hierotitan	ovn_dk_mon_skeleton_giant
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_ushabti_titan	ovn_dk_mon_skeleton_giant
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	ovn_dk_mon_skeleton_giant
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	ovn_dk_mon_skeleton_giant
melee_attack_mod	wh2_main_effect_force_stat_melee_attack_hierotitan	ovn_dk_mon_skeleton_giant
unit_damage_resistance_all_mod	wh2_main_effect_force_stat_ward_save_tmb_hierotitan	ovn_dk_mon_skeleton_giant
unit_cap	unit_cap_ovn_dk_skeleton_guards_chariots	ovn_dk_inf_skeleton_pikemen
unit_cap	unit_cap_ovn_dk_inf_skeleton_pikemen	ovn_dk_inf_skeleton_pikemen
unit_cap	unit_cap_ovn_dk_skeleton_guards_chariots	ovn_dk_inf_skeleton_hoplites
unit_cap	unit_cap_ovn_dk_inf_skeleton_hoplites	ovn_dk_inf_skeleton_hoplites
unit_cap	unit_cap_ovn_dk_inf_skeleton_javelinmen	ovn_dk_inf_skeleton_javelinmen
armour_mod	wh2_dlc09_effect_force_stat_armour_nehekhara_warriors_chariots	ovn_dk_inf_mummies
charge_add	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_nehekhara_warriors_chariots	ovn_dk_inf_mummies
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_tmb_nehekhara_warriors_chariots	ovn_dk_inf_mummies
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_nehekhara_warriors_chariots	ovn_dk_inf_mummies
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	ovn_dk_inf_mummies
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	ovn_dk_inf_mummies
unit_cap	unit_cap_ovn_dk_inf_mummies	ovn_dk_inf_mummies
unit_cap	unit_cap_ovn_dk_inf_cairn_wraiths	ovn_dk_inf_cairn_wraiths
unit_cap	wh2_dlc14_effect_unit_cap_arkhan_vmp_all	ovn_dk_inf_cairn_wraiths
melee_attack_mod	wh2_dlc10_effect_force_stat_melee_attack_fell_bats_crypt_ghoul	ovn_dk_inf_cairn_wraiths
unit_xp_mod	wh2_dlc10_effect_skill_rank_increase_fell_bats_crypt_ghoul_dire_wolves_hexwraiths	ovn_dk_inf_cairn_wraiths
global_recruit_time_mod	wh2_dlc15_effect_global_recruitment_duration_arkhan_counts_units	ovn_dk_inf_cairn_wraiths
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_necropolis_knights	ovn_dk_cav_royal_guard_lancers
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_necropolis_knights	ovn_dk_cav_royal_guard_lancers
mod_land_movement_battle	wh2_dlc09_effect_force_stat_speed_tmb_horsemen_necropolis	ovn_dk_cav_royal_guard_lancers
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	ovn_dk_cav_royal_guard_lancers
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	ovn_dk_cav_royal_guard_lancers
unit_cap	unit_cap_ovn_dk_cav_royal_guard_lancers	ovn_dk_cav_royal_guard_lancers
unit_cap	unit_cap_ovn_dk_cav_royal_guard_cavalry	ovn_dk_cav_royal_guard_cavalry
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_necropolis_knights	ovn_dk_cav_royal_guard_cavalry
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_necropolis_knights	ovn_dk_cav_royal_guard_cavalry
mod_land_movement_battle	wh2_dlc09_effect_force_stat_speed_tmb_horsemen_necropolis	ovn_dk_cav_royal_guard_cavalry
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	ovn_dk_cav_royal_guard_cavalry
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	ovn_dk_cav_royal_guard_cavalry
ammo_mod	wh2_dlc09_effect_force_stat_ammunition_tmb_skull_catapult_casket	ovn_dk_art_screaming_skull_ballista
missile_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_skull_catapult_casket	ovn_dk_art_screaming_skull_ballista
missile_damage_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_skull_catapult_casket	ovn_dk_art_screaming_skull_ballista
reload	wh2_dlc09_effect_force_stat_reload_time_reduction_tmb_skull_catapult_casket	ovn_dk_art_screaming_skull_ballista
unit_cap	unit_cap_ovn_dk_art_screaming_skull_ballista	ovn_dk_art_screaming_skull_ballista
ammo_mod	wh2_dlc09_effect_force_stat_ammunition_tmb_skull_catapult_casket	ovn_dk_art_bone_throwers
missile_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_skull_catapult_casket	ovn_dk_art_bone_throwers
missile_damage_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_skull_catapult_casket	ovn_dk_art_bone_throwers
reload	wh2_dlc09_effect_force_stat_reload_time_reduction_tmb_skull_catapult_casket	ovn_dk_art_bone_throwers
unit_cap	unit_cap_ovn_dk_art_bone_throwers	ovn_dk_art_bone_throwers
unit_cap	unit_cap_ovn_dk_inf_tomb_guardian	ovn_dk_inf_tomb_guardian
unit_cap	unit_cap_ovn_dk_inf_tomb_guardian_great_weapons	ovn_dk_inf_tomb_guardian_great_weapons
unit_cap	unit_cap_ovn_dk_inf_tomb_guardian_peltasts	ovn_dk_inf_tomb_guardian_peltasts
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_tmb_horsemen	ovn_dk_cav_skeleton_horsemen_0
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_horsemen	ovn_dk_cav_skeleton_horsemen_0
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_tmb_horsemen	ovn_dk_cav_ephalian_ror
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_horsemen	ovn_dk_cav_ephalian_ror
unit_cap	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0	ovn_dk_cav_skeleton_horsemen_0
unit_cap	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0	ovn_dk_cav_skeleton_horsemen_archers_0
unit_cap	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	ovn_dk_veh_skeleton_chariot
reload	wh2_dlc09_effect_force_stat_reload_time_reduction_chariot_warsphinx	ovn_dk_veh_skeleton_archer_chariot
unit_cap	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_archer_chariot_0	ovn_dk_veh_skeleton_archer_chariot
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_tmb_horsemen	ovn_dk_cav_skeleton_horsemen_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_horsemen	ovn_dk_cav_skeleton_horsemen_no_caps
charge_add	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_scorpions_stalkers	ovn_dk_mon_bone_hydra_no_caps
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_scorpions	ovn_dk_mon_bone_hydra_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_scorpions	ovn_dk_mon_bone_hydra_no_caps
mod_land_movement_battle	wh2_dlc09_effect_force_stat_speed_tmb_scorpions	ovn_dk_mon_bone_hydra_no_caps
armour_mod	wh2_dlc09_effect_force_stat_armour_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
damage_vs_large_entities	wh2_dlc09_effect_force_stat_bonus_vs_large_sphinx	ovn_dk_mon_skeleton_elephant_no_caps
charge_add	wh2_dlc09_effect_force_stat_charge_bonus_add_tmb_chariot_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_tmb_chariot_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
missile_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
missile_damage_mod_mult	wh2_dlc09_effect_force_stat_missile_damage_tmb_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
reload	wh2_dlc09_effect_force_stat_reload_time_reduction_chariot_warsphinx	ovn_dk_mon_skeleton_elephant_no_caps
armour_mod	wh2_dlc09_effect_force_stat_armour_tombguard_hierotitan	ovn_dk_mon_skeleton_giant_no_caps
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_ushabti_titan	ovn_dk_mon_skeleton_giant_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_hierotitan	ovn_dk_mon_skeleton_giant_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_ushabti_titan	ovn_dk_mon_skeleton_giant_no_caps
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	ovn_dk_mon_skeleton_giant_no_caps
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	ovn_dk_mon_skeleton_giant_no_caps
melee_attack_mod	wh2_main_effect_force_stat_melee_attack_hierotitan	ovn_dk_mon_skeleton_giant_no_caps
unit_damage_resistance_all_mod	wh2_main_effect_force_stat_ward_save_tmb_hierotitan	ovn_dk_mon_skeleton_giant_no_caps
melee_attack_mod	wh2_dlc09_effect_force_stat_melee_attack_ushabti	ovn_dk_mon_skeletal_minotaurs_no_caps
melee_defence_mod	wh2_dlc09_effect_force_stat_melee_defence_tmb_ushabti	ovn_dk_mon_skeletal_minotaurs_no_caps
unit_damage_resistance_physical_mod	dread_effect_force_stat_physical_resistance_tmb_skeletons	wh2_dlc09_tmb_all_skeleton
unit_xp_mod	dread_effect_unit_xp_tmb_all_skeleton	wh2_dlc09_tmb_all_skeleton
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_skeleton_hoplites
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_skeleton_pikemen
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_skeleton_hoplites_no_caps
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_skeleton_pikemen_no_caps
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_spartan_ror
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_thessos_ror
melee_attack_mod	dread_melee_attack_hoplites	ovn_dk_inf_wights_ror
armour_mod	dread_armour_hoplites	ovn_dk_inf_skeleton_hoplites
armour_mod	dread_armour_hoplites	ovn_dk_inf_skeleton_pikemen
armour_mod	dread_armour_hoplites	ovn_dk_inf_skeleton_hoplites_no_caps
armour_mod	dread_armour_hoplites	ovn_dk_inf_skeleton_pikemen_no_caps
armour_mod	dread_armour_hoplites	ovn_dk_inf_spartan_ror
armour_mod	dread_armour_hoplites	ovn_dk_inf_thessos_ror
armour_mod	dread_armour_hoplites	ovn_dk_inf_wights_ror
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_skeleton_hoplites
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_skeleton_pikemen
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_skeleton_hoplites_no_caps
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_skeleton_pikemen_no_caps
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_spartan_ror
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_thessos_ror
charge_add	dread_charge_bonus_hoplites	ovn_dk_inf_wights_ror
morale	dread_leadership_minotaurs	ovn_dk_mon_skeleton_minotaurs
morale	dread_leadership_minotaurs	ovn_dk_mon_skeletal_minotaurs_no_caps
melee_damage_mod_mult	dread_weapon_strength_minotaurs	ovn_dk_mon_skeleton_minotaurs
melee_damage_mod_mult	dread_weapon_strength_minotaurs	ovn_dk_mon_skeletal_minotaurs_no_caps
melee_damage_ap_mod_mult	dread_weapon_strength_minotaurs	ovn_dk_mon_skeleton_minotaurs
melee_damage_ap_mod_mult	dread_weapon_strength_minotaurs	ovn_dk_mon_skeletal_minotaurs_no_caps
charge_bonus	dread_charge_bonus_minotaurs	ovn_dk_mon_skeleton_minotaurs
charge_bonus	dread_charge_bonus_minotaurs	ovn_dk_mon_skeletal_minotaurs_no_caps
unit_xp_mod	dread_unit_xp_levels_royal_guards	dread_legion_all
melee_attack_mod	wh2_dlc09_tmb_inf_skeleton_ma	wh2_dlc09_tmb_inf_skeleton_spearmen_0
melee_attack_mod	wh2_dlc09_tmb_inf_skeleton_ma	wh2_dlc09_tmb_inf_skeleton_warriors_0
melee_defence_mod	wh2_dlc09_tmb_inf_skeleton_md	wh2_dlc09_tmb_inf_skeleton_spearmen_0
melee_defence_mod	wh2_dlc09_tmb_inf_skeleton_md	wh2_dlc09_tmb_inf_skeleton_warriors_0
reload	wh2_dlc09_tmb_inf_skeleton_archers_reload	wh2_dlc09_tmb_inf_skeleton_archers_0
ammo_mod	wh2_dlc09_tmb_inf_skeleton_archers_ammo	wh2_dlc09_tmb_inf_skeleton_archers_0
ammo_mod	wh2_dlc09_tmb_inf_skeleton_archers_ammo	wh2_dlc09_tmb_inf_skeleton_archers_ror
melee_damage_mod_mult	vmp_ghouls_wps	vmp_ghouls
melee_damage_ap_mod_mult	vmp_ghouls_wps	vmp_ghouls
damage_vs_infantry	vmp_ghouls_ai	vmp_ghouls
charge_bonus	wh2_dlc09_tmb_chariots_charge_mult	wh2_dlc09_tmb_chariots
armour_mod	wh2_dlc09_tmb_chariots_armour	wh2_dlc09_tmb_chariots
battle_barrier_health	vmp_unit_cairn_wraiths_barrier	vmp_unit_cairn_wraiths
damage_vs_infantry	vmp_unit_cairn_wraiths_ai	vmp_unit_cairn_wraiths
melee_defence_mod	royal_guard_cavalry_md	ovn_dk_cav_royal_guard_cavalry
armour_mod	royal_guard_cavalry_armour	ovn_dk_cav_royal_guard_cavalry
unit_damage_resistance_physical_mod	ovn_dk_inf_mummies_phys_res	ovn_dk_inf_mummies
melee_attack_mod	ovn_dk_inf_mummies_ma	ovn_dk_inf_mummies
unit_damage_resistance_physical_mod	ovn_dk_inf_mummies_phys_res	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
melee_attack_mod	ovn_dk_inf_mummies_ma	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
range_mod	ovn_dk_art_bone_throwers_range	ovn_dk_art_bone_throwers
missile_damage_mod_mult	ovn_dk_art_bone_throwers_mdmg	ovn_dk_art_bone_throwers
missile_damage_ap_mod_mult	ovn_dk_art_bone_throwers_mdmg	ovn_dk_art_bone_throwers
range_mod	ovn_dk_art_bone_throwers_range	ovn_dk_art_polybolos_ror
missile_damage_mod_mult	ovn_dk_art_bone_throwers_mdmg	ovn_dk_art_polybolos_ror
missile_damage_ap_mod_mult	ovn_dk_art_bone_throwers_mdmg	ovn_dk_art_polybolos_ror
mod_land_movement_battle	ovn_dk_veh_skeleton_archer_chariot_spd	ovn_dk_veh_skeleton_archer_chariot
missile_damage_ap_mod_add	ovn_dk_veh_skeleton_archer_map_dmg	ovn_dk_veh_skeleton_archer_chariot
damage_vs_large_entities	ovn_dk_inf_skeleton_javelinmen_aL	ovn_dk_inf_skeleton_javelinmen
reload	ovn_dk_inf_skeleton_javelinmen_reload	ovn_dk_inf_skeleton_javelinmen
melee_defence_mod	ovn_dk_inf_skeleton_hoplites_def	ovn_dk_inf_skeleton_hoplites
morale	ovn_dk_inf_skeleton_hoplites_morale	ovn_dk_inf_skeleton_hoplites
melee_defence_mod	ovn_dk_inf_skeleton_hoplites_def	ovn_dk_inf_wights_ror
morale	ovn_dk_inf_skeleton_hoplites_morale	ovn_dk_inf_wights_ror
melee_defence_mod	ovn_dk_inf_skeleton_hoplites_def	ovn_dk_inf_spartan_ror
melee_defence_mod	ovn_dk_inf_skeleton_hoplites_def	ovn_dk_inf_thessos_ror
morale	ovn_dk_inf_skeleton_hoplites_morale	ovn_dk_inf_thessos_ror
charge_bonus	ovn_dk_cav_royal_guard_lancers_charge	ovn_dk_cav_royal_guard_lancers
melee_damage_mod_mult	ovn_dk_cav_royal_guard_lancers_wps	ovn_dk_cav_royal_guard_lancers
melee_damage_ap_mod_mult	ovn_dk_cav_royal_guard_lancers_wps	ovn_dk_cav_royal_guard_lancers
charge_bonus	ovn_dk_cav_royal_guard_lancers_charge	wh2_dlc09_tmb_cav_necropolis_knights_ror
melee_damage_mod_mult	ovn_dk_cav_royal_guard_lancers_wps	wh2_dlc09_tmb_cav_necropolis_knights_ror
melee_damage_ap_mod_mult	ovn_dk_cav_royal_guard_lancers_wps	wh2_dlc09_tmb_cav_necropolis_knights_ror
armour_mod	ovn_dk_inf_skeleton_pikemen_armour	ovn_dk_inf_skeleton_pikemen
damage_vs_large_entities	ovn_dk_inf_skeleton_pikemen_aL	ovn_dk_inf_skeleton_pikemen
battle_barrier_health	ovn_cav_hexwraiths_barrier	wh2_dlc09_tmb_cav_hexwraiths
melee_attack_mod	ovn_cav_hexwraiths_ma	wh2_dlc09_tmb_cav_hexwraiths
missile_explosion_damage_ap_mod_mult	ovn_dk_art_screaming_skull_ballista_expl_dmg	ovn_dk_art_screaming_skull_ballista
missile_explosion_damage_mod_mult	ovn_dk_art_screaming_skull_ballista_expl_dmg	ovn_dk_art_screaming_skull_ballista
ammo_mod	ovn_dk_art_screaming_skull_ballista_ammo	ovn_dk_art_screaming_skull_ballista
unit_damage_resistance_missile_mod	ovn_dk_mon_skeleton_minotaurs_res_mis	ovn_dk_mon_skeleton_minotaurs
charge_add	ovn_dk_mon_skeleton_minotaurs_ch_add	ovn_dk_mon_skeleton_minotaurs
splash_attack_power_mod_add	ovn_dk_mon_skeleton_elephant_splash	ovn_dk_mon_skeleton_elephant
splash_attack_power_mod_add	ovn_dk_mon_skeleton_elephant_splash	wh2_dlc09_tmb_mon_necrosphinx_ror
damage_vs_infantry	ovn_dk_mon_skeleton_elephant_ai	ovn_dk_mon_skeleton_elephant
damage_vs_infantry	ovn_dk_mon_skeleton_elephant_ai	wh2_dlc09_tmb_mon_necrosphinx_ror
unit_damage_resistance_all_mod	ovn_dk_inf_tomb_guardian_ward	ovn_dk_inf_tomb_guardian
melee_defence_mod	ovn_dk_inf_tomb_guardian_def	ovn_dk_inf_tomb_guardian
melee_attack_mod	ovn_dk_inf_tomb_guardian_great_weapons_ma	ovn_dk_inf_tomb_guardian_great_weapons
melee_damage_mod_mult	ovn_dk_inf_tomb_guardian_great_weapons_wps	ovn_dk_inf_tomb_guardian_great_weapons
melee_damage_ap_mod_mult	ovn_dk_inf_tomb_guardian_great_weapons_wps	ovn_dk_inf_tomb_guardian_great_weapons
melee_attack_mod	ovn_dk_inf_tomb_guardian_great_weapons_ma	ovn_dk_inf_catacomb_guardians_ror
melee_damage_mod_mult	ovn_dk_inf_tomb_guardian_great_weapons_wps	ovn_dk_inf_catacomb_guardians_ror
melee_damage_ap_mod_mult	ovn_dk_inf_tomb_guardian_great_weapons_wps	ovn_dk_inf_catacomb_guardians_ror
missile_damage_ap_mod_mult	ovn_dk_inf_tomb_guardian_peltasts_rdmg	ovn_dk_inf_tomb_guardian_peltasts
missile_damage_mod_mult	ovn_dk_inf_tomb_guardian_peltasts_rdmg	ovn_dk_inf_tomb_guardian_peltasts
range_mod	ovn_dk_inf_tomb_guardian_peltasts_range	ovn_dk_inf_tomb_guardian_peltasts
unit_damage_resistance_missile_mod	ovn_dk_mon_bone_hydra_misres	ovn_dk_mon_bone_hydra
melee_attack_mod_mult	ovn_dk_mon_bone_hydra_ma_mult	ovn_dk_mon_bone_hydra
reload	ovn_dk_art_screaming_skull_ballista_reload	ovn_dk_art_screaming_skull_ballista
battle_barrier_health	ovn_dk_art_screaming_skull_ballista_barrier	ovn_dk_art_screaming_skull_ballista
unit_xp_mod	dread_legion_all_recruit_rank	dread_legion_all
battle_barrier_health	ovn_dk_veh_mortis_engine_0_barrier	ovn_dk_veh_mortis_engine_0
melee_defence_mod	ovn_dk_veh_mortis_engine_0_mdef	ovn_dk_veh_mortis_engine_0
damage_vs_large_entities	ovn_spear_tactics_vs_large	ovn_spear_tactics
melee_defence_mod	ovn_spear_tactics_mdef	ovn_spear_tactics
unit_damage_resistance_all_mod	ovn_dk_mon_skeleton_giant_res_all	ovn_dk_mon_skeleton_giant
melee_damage_ap_mod_mult	ovn_dk_mon_skeleton_giant_wps	ovn_dk_mon_skeleton_giant
melee_damage_mod_mult	ovn_dk_mon_skeleton_giant_wps	ovn_dk_mon_skeleton_giant
recruit_time_mod	ovn_2_turn_recruits_time_reduction	ovn_2_turn_recruits
unit_cap	ovn_dreadking_ror_units_all_cap+	ovn_dk_ror_units
unit_damage_resistance_physical_mod	ovn_dk_mon_skeleton_elephant_phys_res	ovn_dk_mon_skeleton_elephant
unit_damage_resistance_physical_mod	ovn_dk_mon_skeleton_elephant_phys_res	wh2_dlc09_tmb_mon_necrosphinx_ror
morale	wh2_dlc11_effect_force_stat_leadership_direwolves_fell_bats	wh2_dlc09_tmb_mon_dire_wolves
mod_land_movement_battle	wh2_main_effect_force_stat_speed_fell_bats_dire_wolves	wh2_dlc09_tmb_mon_dire_wolves
morale	wh2_dlc11_effect_force_stat_leadership_direwolves_fell_bats	wh2_dlc09_tmb_mon_fell_bats
mod_land_movement_battle	wh2_main_effect_force_stat_speed_fell_bats_dire_wolves	wh2_dlc09_tmb_mon_fell_bats
ammo_mod	dread_effect_force_stat_ammunition_tmb_skeleton_archer_catapult	dread_army_buff_basic_archers
missile_damage_ap_mod_mult	dread_effect_force_stat_missile_damage_tmb_skeleton_archer_catapult	dread_army_buff_basic_archers
missile_damage_mod_mult	dread_effect_force_stat_missile_damage_tmb_skeleton_archer_catapult	dread_army_buff_basic_archers
armour_mod	dread_effect_force_stat_armour_tmb_melee_infantry	dread_army_buff_basic_infantry
melee_defence_mod	dread_effect_force_stat_melee_defence_tmb_all_melee_infantry	dread_army_buff_basic_infantry
mod_land_movement_battle	dread_effect_force_stat_speed_tmb_horsemen_necropolis	dread_army_buff_cav
missile_damage_ap_mod_mult	dread_effect_force_stat_missile_damage_tmb_horsemen	dread_army_buff_cav_archer
missile_damage_mod_mult	dread_effect_force_stat_missile_damage_tmb_horsemen	dread_army_buff_cav_archer
melee_damage_ap_mod_mult	dread_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	dread_army_buff_cav
melee_damage_mod_mult	dread_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	dread_army_buff_cav
charge_add	dread_effect_force_stat_charge_bonus_add_tmb_chariot_warsphinx	dread_army_buff_chariot
melee_attack_mod	dread_effect_force_stat_melee_attack_tmb_chariot_warsphinx	dread_army_buff_chariot
reload	dread_effect_force_stat_reload_time_reduction_chariot_warsphinx	dread_army_buff_chariot_archer
charge_add	dread_effect_force_stat_charge_bonus_add_tmb_necrosphinx_scorpion_stalker	dread_army_buff_monsters
melee_attack_mod	dread_effect_force_stat_melee_attack_necrosphinx_scorpion_stalker	dread_army_buff_monsters
melee_damage_ap_mod_mult	dread_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	dread_army_buff_monsters
melee_damage_mod_mult	dread_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	dread_army_buff_monsters
