building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
wh2_dlc09_tmb_public_order_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	true	wh2_dlc09_tmb_public_order_1	true
wh2_dlc09_tmb_public_order_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	true	wh2_dlc09_tmb_public_order_2	true
wh2_dlc09_tmb_public_order_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	true	wh2_dlc09_tmb_public_order_3	true
wh2_dlc09_tmb_scorpions_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ flying_scorpions	true	wh2_dlc09_tmb_scorpions_1	true
wh2_dlc09_tmb_ushabti_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ushabti	true	wh2_dlc09_tmb_ushabti_1	true
wh2_dlc09_tmb_ushabti_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ushabti	true	wh2_dlc09_tmb_ushabti_2	true
wh2_dlc09_tmb_warsphinx_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ warsphinx	true	wh2_dlc09_tmb_warsphinx_1	true
dread_chariots_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	false	wh2_dlc09_tmb_chariots_1	true
dread_chariots_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	false	wh2_dlc09_tmb_chariots_2	true
dread_chariots_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	false	wh2_dlc09_tmb_chariots_3	true
dread_citadel_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_citadel	false	dread_citadel_1	true
dread_estate_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_estate	false	dread_estate_1	true
dread_growth_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_1	true
dread_growth_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_2	true
dread_growth_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_3	true
dread_income_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	false	dread_income_1	true
dread_income_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	false	dread_income_2	true
dread_income_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	false	dread_income_3	true
dread_public_order_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	false	dread_public_order_1	true
dread_public_order_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	false	dread_public_order_2	true
dread_public_order_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ public_order	false	dread_public_order_3	true
wh2_dlc09_tmb_settlement_major_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_1	true
wh2_dlc09_tmb_settlement_major_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_2	true
wh2_dlc09_tmb_settlement_major_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_3	true
wh2_dlc09_tmb_settlement_major_4			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_4	true
wh2_dlc09_tmb_settlement_major_5			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_5	true
wh2_dlc09_tmb_settlement_minor_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_1	true
wh2_dlc09_tmb_settlement_minor_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_2	true
wh2_dlc09_tmb_settlement_minor_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_settlement	false	dread_settlement_major_3	true
dread_special_nagashizzar_dread_king			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh2_dlc14_special_nagashizzar_arkhan	false	dread_special_nagashizzar_dread_king	true
wh2_dlc14_special_nagashizzar_other			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh2_dlc14_special_nagashizzar_other	true	wh2_dlc14_special_nagashizzar_other	true
wh2_dlc15_special_morgheim_necropolis_tmb			ovn_tmb_dread_king	wh_main_PLACEHOLDER	vmp_tmb_mourkain	false	wh2_main_special_galbaraz_mourkain_vmp_1	true
dread_special_galbaraz_mourkain_tmb_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	vmp_tmb_mourkain	false	wh2_main_special_galbaraz_mourkain	true
dread_special_the_great_desert_dread_king_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh3_main_special_the_great_desert_tmb	false	wh3_main_special_the_great_desert_tmb_1	true
dread_special_the_great_desert_dread_king_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh3_main_special_the_great_desert_tmb	false	wh3_main_special_the_great_desert_tmb_2	true
wh3_main_special_the_great_desert_tmb_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh3_main_special_the_great_desert_tmb	true	wh3_main_special_the_great_desert_tmb_1	true
wh3_main_special_the_great_desert_tmb_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh3_main_special_the_great_desert_tmb	true	wh3_main_special_the_great_desert_tmb_2	true
