key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
dread_passive_blessing_mimic_black_grail	false	dread_passive_the_blessing_of_the_black_grail		wh_type_ward_save		wh_main_anc_group_uncommon	false	false	passive		false
dread_passive_teb_stance	false	teb_pikeline		wh_type_augment		wh_main_anc_group_common	true	false	unit		false
dread_unit_formation_diamond	false	wh_dlc07_unit_formation_diamond		wh_type_formation		wh_main_anc_group_common	true	false	active		false
wh2_dlc09_army_passive_realm_of_souls_skeleminos_trigger	false	dread_army_abilities_realm_of_souls_minos		wh_type_augment		wh_main_anc_group_unique	true	true	passive		false
wh2_dlc09_army_abilities_realm_of_souls_skeleminos	false	dread_army_abilities_realm_of_souls_minos		wh_type_summon_unit		wh_main_anc_group_unique	true	false	army		false
dread_passive_phalanx	false	dread_passive_phalanx_stance		wh_type_augment		wh_main_anc_group_common	false	false	passive		false
dread_soulreaper	false	wh_dlc08_item_abilities_sword_of_torgald		wh_type_regeneration		wh_main_anc_group_unique	true	false	passive		false
dread_active_grimoire_necris	false	wh_dlc04_item_abilities_the_liber_noctus		wh_type_augment_of_the_winds		wh_main_anc_group_unique	true	false	active		false
dread_passive_black_jewel	false	wh2_dlc09_army_abilities_rictus_clanstone		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	passive		false
dread_passive_catacomb_guardians	false	wh_main_character_passive_dark_benediction		wh_type_augment		wh_main_anc_group_common	false	false	passive		false
dread_passive_thessos	false	wh_dlc08_quest_abilities_soul_binding		wh_type_augment		wh_main_anc_group_common	false	false	passive		false
dread_passive_wights_ror	false	wh_main_weapon_abilities_axe_of_dargo		wh_type_augment		wh_main_anc_group_common	false	false	passive		false
dread_active_kleruchoi	false	wh2_dlc09_character_passive_unyielding_will		wh_type_augment		wh_main_anc_group_common	true	false	active		false
ovn_unending_legions	true	wh2_dlc11_ability_abandon_ship		wh_type_regeneration		wh_main_anc_group_common	false	false	passive		false
ovn_unnerving_presence	true	wh_main_character_passive_dark_benediction		wh_type_hex		wh_main_anc_group_uncommon	false	false	passive		false
dread_passive_inpenetrable_phalanx	true	dread_passive_phalanx_stance		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive	dread_improved_phalanx	false
ovn_preserved_ferocity	true	wh_dlc06_unit_passive_squigs_go_wild		wh_type_augment		wh_main_anc_group_uncommon	false	false	passive		false
ovn_undead_elite	true	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_undead_discipline	true	wh_dlc04_unit_passive_the_reliquary_binding		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_chariot_charge	true	wh_dlc07_lord_passive_spirit_of_the_tempest		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_undead_rider_elite	true	wh2_dlc11_lord_passive_honour_or_death		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_ghost_barrier	true	wh2_dlc11_lord_passive_magical_void		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_necromantic_gatherers	true	wh3_dlc20_character_passive_soul_feeder		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_bestial_rage	true	wh2_dlc17_unit_passive_aura_of_madness		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
ovn_hellwraith_magic_suppression	true	wh_dlc08_quest_passive_frost_aura		wh_type_augment		wh_main_anc_group_uncommon	true	false	passive		false
ovn_possesed_overdrive	true	ovn_ability_overcharge		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
